structure,gap_class,band_gap,stability,coverage_score,mlip_stability
Rb3Mn2(Br2Cl)3,0.8,1.2297101,-0.0253169398222263,1.0,0.0074545457034862
Rb3Mn2(BrCl2)3,0.52,1.234281,-0.0198986142277819,1.0,0.0186816070308286
Rb3Mn2(I2Br)3,0.8400000000000001,1.2208664,-0.0246149396626234,1.0,0.0226994079649682
Rb3Mn2(IBr2)3,0.76,1.2364855,-0.0070260872503924,1.0,0.0121174858260429
Rb3Mn2Br4Cl5,0.6799999999999999,1.2285107,-0.0228753816719367,1.0,0.0093303367163192
Rb3Mn2Br5Cl4,0.8400000000000001,1.2497044,-0.0246483229701077,1.0,0.0073634233349165
Rb3Mn2I2Br7,0.68,1.0151533,-0.0247727658172092,1.0,0.0163462688082241
Rb3Mn2I4Br5,0.8,1.115862,-0.0175469556867915,1.0,0.0125191079263856
Rb3Mn2I5Br4,0.8,1.1578656,-0.0211133726014651,1.0,0.0187606140006094
Rb3MnAgBr9,0.72,1.0195377,-0.0058062595026782,0.925,-0.0070243128222065
Rb6Cu3AgBr18,0.5199999999999999,0.78373206,-0.0175725882401653,1.0,0.009406222456999
Rb6In3AgBr18,0.72,1.2322271,-0.0057888112455344,1.0,-0.0023654955799242
Rb6Mn3VCl18,0.64,0.94037616,-0.0205203460612057,0.925,0.0239193380809307
Rb6Sc(MnCl6)3,0.64,1.6196041,-0.0309691249305674,1.0,0.0207360150836489
Rb6Ti(MnCl6)3,0.72,1.319916,-0.0134941011548919,1.0,0.0167095152200206
Rb6Y(MnCl6)3,0.6,1.6061834,-0.0234023438905588,1.0,0.0137737055015747
Cs2KCu2Br9,0.52,0.8198369,-0.0143358765812751,1.0,0.0219944392068412
Cs3AgGeBr9,0.52,1.0324373,-0.0071862608550052,0.925,0.0043246352700765
Cs3GaAgBr9,0.68,1.1693885,-0.0569438040608394,1.0,0.0018463943643284
Cs3InTeBr9,0.5599999999999999,1.3675932,-0.0242393968777283,1.0,0.0087230433904471
Cs3Mn2(BrCl2)3,0.8400000000000001,1.1467923,-0.0095652201168228,1.0,0.0090082040227085
Cs3Mn2Br2Cl7,0.8400000000000001,1.1826149,-0.0076992295942106,1.0,0.0152910930639332
Cs3Mn2I7Cl2,0.8400000000000001,1.215802,-0.0074537429427883,1.0,0.0297610148049145
Cs6Cr(SnBr6)3,0.92,1.5873553,0.0067761321892472,0.925,-0.0099245861845649
Cs6Cr3CuBr18,0.64,0.98271924,-0.0180909470880603,1.0,0.0261551523136564
Cs6Ga3AgBr18,0.64,1.1690416,-0.0517543058953908,1.0,0.0043823833153709
Cs6In(PbBr6)3,0.8399999999999999,1.0394968,-0.0381639428787279,1.0,0.0126098604739256
Cs6In3SiBr18,0.6,1.794514,-0.014108434764519,1.0,-0.0003435590096386
Cs6Ni3AgBr18,0.76,0.7954518,-0.0274064051857358,0.925,0.0105310532903573
Cs6Y(AgBr6)3,0.72,1.4455825,-0.0109151819120743,0.925,-0.0046655668504436
CsRb2Mn2Cl9,0.68,1.3018322,-0.015681962339364,1.0,0.024239339145776
K2RbMn2Cl9,0.6,1.3410534,-0.0269768371384935,1.0,0.0271833617562353
K3Cu2Cl9,0.64,0.88538903,-0.021405708884381,1.0,0.0167587838149546
K3Mn2(IBr2)3,0.8400000000000001,1.1307274,-0.0092004215934082,1.0,0.0227128981507117
K3Mn2Cl9,0.56,1.3716502,-0.0287103430023489,1.0,0.0203062259592799
Rb3Cu2(Br2Cl)3,0.5200000000000001,0.60743296,-0.0081626618752186,1.0,0.0250194859907084
Rb3Ni2(Br2Cl)3,0.6,0.8532565,-0.0259146286134408,1.0,0.0260692255993486
Rb3Ni2Br4Cl5,0.56,0.8382255,-0.0092599823537562,1.0,0.0301506658906458
Rb3Ni2Br5Cl4,0.6,0.8294161,-0.0181130467465069,1.0,0.0261920732030565
Rb3Ni2Br7Cl2,0.6799999999999999,0.8422197,-0.036155630203837,1.0,0.0316815960632745
Rb3TiMnCl9,0.6,1.2970113,0.0092475773077889,1.0,0.0174469136037207
Rb3V2Br4Cl5,0.5599999999999999,0.8928305,-0.0114588469669931,1.0,0.0251987283945969
Rb6Mn3CoCl18,0.6,1.1175815,0.000205716621862,1.0,0.0254986291351601
Rb6Mn3CrCl18,0.68,1.1037132,-0.0160871366749764,1.0,0.0133456493390825
Rb6Mn3FeCl18,0.64,1.1451943,-0.0086406537628107,1.0,0.022432303918729
Rb6Mn3NiCl18,0.6799999999999999,1.0575665,-0.0006353892838038,0.925,0.0223474257638117
Cs2RbGa2Br9,0.72,1.5913478,0.001577572396139,1.0,0.0058422010611187
Cs2RbMn2Cl9,0.68,1.310013,-0.0119615185491523,1.0,0.0203085777130514
Cs3Ge2(I2Br)3,0.8400000000000001,1.2886758,-0.0196690381685211,1.0,0.021869118083528
Cs3Ge2I4Br5,0.8800000000000001,1.0807202,-0.0126302225081635,1.0,0.0167296753177495
Cs3Ge2I5Br4,0.8,1.1565974,-0.016971579441853,1.0,0.0229911659506138
Cs3Ni2(IBr2)3,0.68,0.8217703,0.007905965715298,1.0,0.0268597261173017
Cs3Ni2Br5Cl4,0.8,0.85589945,-0.0005160272548587,1.0,0.0317117257561037
Cs3Ni2I4Br5,0.8,0.85594666,0.0054672574248473,1.0,0.0239200215358206
Cs3Ni2I5Br4,0.72,0.821871,-0.0043793383016959,1.0,0.0316455554955425
Cs3NiAgBr9,0.6,0.84808695,-0.0182057843072789,0.925,0.0003579359332902
Cs3V2I2Br7,0.6,0.9004652,-0.0155329991391268,1.0,0.0186624677573283
Cs6Cr3InBr18,0.64,1.0854442,0.0039637627010622,1.0,0.0109797018590987
Cs6Fe(AgBr6)3,0.64,0.91799945,-0.0155139511111765,1.0,0.0015520948773383
Cs6Ga(SbBr6)3,0.8399999999999999,1.742671,-0.0073254714470074,0.925,-0.0030568975540384
Cs6Ga3BiBr18,0.8800000000000001,1.8561246,-0.0242642488527353,0.925,-0.0002433296022465
K2RbCu2Cl9,0.56,0.837772,-0.0171419283385501,1.0,0.021035004861807
K3Mn2I5Br4,0.76,1.1745691,-0.0109510434663187,1.0,0.0296515163900569
Rb3InAgBr9,0.5600000000000002,1.1696608,-0.013349935576322,1.0,-0.0071641513585257
Rb3Ni2(BrCl2)3,0.72,0.79528075,-0.0033731140698027,1.0,0.02512061854373
Rb3Ni2(IBr2)3,0.72,0.79655683,-0.0002287311589237,1.0,0.0311782668995118
Cs2KMn2Cl9,0.76,1.3144306,-0.0119672390300553,1.0,0.0232602702044368
Cs3GaBiBr9,0.8400000000000001,2.163104,-0.0095374964793886,0.925,-0.0043181096305685
Cs3Ge2(Br2Cl)3,0.8400000000000001,1.0875763,-0.0086457850681385,0.925,0.0130406005523502
Cs3MnAgBr9,0.64,1.0341836,-0.0052040541283933,0.925,-0.0056957902599832
Cs3V2(I2Br)3,0.56,0.9456655,-0.0065685190519009,1.0,0.0381624610943488
Cs3V2(IBr2)3,0.64,0.9209994,-0.0032733188869931,1.0,0.0224084448888282
Cs3V2I4Br5,0.72,0.83997154,-0.0078912285684433,1.0,0.0270054481182381
Cs3V2I5Br4,0.64,0.9475188,-0.0080516757790309,1.0,0.0291173455905932
Cs6Cr3AgBr18,0.72,1.0620158,-0.0092410509042593,1.0,0.0229070193672161
Cs6Ga(AgBr6)3,0.52,0.9582254,-0.0145893576371234,1.0,0.0039891328191508
Cs6Ga3AgI18,0.8,1.1555954,-0.0140208201446605,1.0,0.019727526436965
Cs6In(AgBr6)3,0.52,1.0950162,0.0016395057971856,1.0,0.0012911660862005
Cs6Sc(MnCl6)3,0.7200000000000001,1.5793341,-0.0121126142400815,1.0,0.0109452812703607
K3Mn2I4Br5,0.8,1.0741737,-0.0109746562520136,1.0,0.0204861191525909
Rb3Cr2Br9,0.6,0.951898,-0.0203201967397546,1.0,0.0140914475515501
Rb3CuNiCl9,0.64,0.70730215,0.0068297196635771,1.0,0.0111105486292616
Rb3MnCrCl9,0.72,1.0022638,-0.0042237434970533,1.0,0.0129536381895765
Rb3Ni2(I2Br)3,0.8,0.7958721,0.0041619831034988,1.0,0.0287475023529859
Rb3V2(Br2Cl)3,0.68,0.9523765,-0.0042686120186155,1.0,0.0165977914090328
Rb3VCrCl9,0.6,0.999684,-0.0089065989688867,1.0,0.0204922913840061
Rb6Cu3NiCl18,0.5599999999999999,0.7936033,-0.0031288821432349,1.0,0.0162049870717429
Cs3Ga2I9,0.76,1.1721722,-0.0226735506003674,1.0,0.0136638233367697
Cs3Pb2Br5Cl4,0.8400000000000001,1.4273031,-0.0033988866349439,1.0,0.0213436941444133
Cs6In(GaI6)3,0.76,1.159523,-0.0110700192341806,1.0,0.0106253505008872
CsK2Cu2Cl9,0.6,0.82373345,-0.0093958157258275,1.0,0.0230701263394137
Rb3Ga2I9,0.8,1.0969337,0.0029246888432323,1.0,0.0139332794611396
Rb3Mn2(I2Cl)3,0.8,1.0101894,0.0061195531584707,1.0,0.0252494331467839
Rb6Ti(CuCl6)3,0.64,0.87030184,-0.011659054553385,1.0,0.0179744866767212
Cs3Ge2Br4Cl5,0.8,1.2096828,0.0008595835601832,0.925,0.0242302618202858
Cs3Ge2Br5Cl4,0.8400000000000001,1.1592875,-0.0043752492762574,0.925,0.0129804877623786
Cs3Sb2Br8Cl,0.8399999999999999,2.0128045,0.0040537786303458,1.0,-0.0027323695240219
Cs3TiAgBr9,0.7200000000000001,1.5075996,-0.0063203722870888,1.0,-0.002005559791228
Cs3V2(Br2Cl)3,0.6,1.0011619,-0.0072709717847385,1.0,0.0171392798113101
K6Cu3AgCl18,0.6,0.88518465,-0.0125189909273626,1.0,0.0154081819276702
Rb3Ni2I4Br5,0.76,0.82484186,-0.0028219098267656,1.0,0.0319012991704773
Rb3Ni2I5Br4,0.72,0.7558009,-0.0007826859097228,1.0,0.0317706261991625
Rb3Sb2Br4Cl5,0.92,2.261087,0.0012868800524532,1.0,0.0018412039432506
Rb3Sb2Br5Cl4,0.96,2.1890135,0.0023135154762865,1.0,0.0013868378956161
Rb3Sb2Br8Cl,0.8800000000000001,2.0309277,0.0023806360998173,1.0,0.0010754215269209
Cs3Sn2Cl9,0.72,1.4460722,0.0129677338839795,1.0,0.000562641687476
Cs3Sb2Br9,0.8800000000000001,1.9603279,0.0057723795403179,1.0,-0.017558095144159
Cs3Sc2Br9,0.8399999999999999,3.1778066,-0.0143976556666562,1.0,-0.0375852073223711
Rb3Sn2Cl9,0.8799999999999999,1.5090353,0.011849323759643,1.0,0.0157967714211407
Cs3Ge2Cl9,0.76,1.5211811,0.0045197183546759,1.0,0.0094721967632995
Cs3Sb2Cl9,0.8400000000000001,2.3798528,0.0096545088923003,1.0,-0.0197380193833158
Cs3Mn2Cl9,0.6799999999999999,1.3206924,-0.0080378058903576,1.0,0.0103691540255864
Rb3V2Cl9,0.5599999999999999,0.8562336,-0.0390867987470269,1.0,0.029714227055686
Rb3Sb2Cl9,0.76,2.3828037,0.0009296304701489,1.0,-0.0187787216665022
Cs3Ni2Cl9,0.6799999999999999,0.7913877,0.0110198981501243,1.0,0.0099710237083764
Cs3Ni2Br9,0.68,0.82056844,-0.0410740481708855,1.0,0.0130670529832809
Rb3Mn2Br9,0.5599999999999999,1.2100375,-0.0414108970162281,1.0,0.0043674487957719
Rb3Sb2Br9,0.8399999999999999,2.0071397,0.0035822052266989,1.0,-0.0242873647143851
Cs3Co2Br9,0.52,0.797536,-0.0034405994535706,1.0,0.00757682324189
Rb3Mn2Cl9,0.64,1.3292443,-0.0250162100026176,1.0,0.0096876230811763
Rb3Cu2Cl9,0.6,0.87689143,-0.0125662334222702,1.0,0.0021970846409479
Cs3Ti2Cl9,0.5199999999999999,1.2188629,0.0088986549790779,1.0,0.0188030101983835
Rb3Ni2Cl9,0.76,0.68635,-4.673020520917781e-05,1.0,0.009085600646104
Cs3Sn2Br9,0.8400000000000001,1.2446038,-0.0009647950777742,1.0,-0.0012432324933534
Cs3NbAgBr9,0.8800000000000001,1.6968629,0.0120685413339263,0.925,-0.0265815805675419
Cs3Pb2Br9,0.8399999999999999,1.2007029,-0.0219868111347416,1.0,-0.003581405583698
Rb3Sc2Br9,0.64,2.9372609,0.0100079794845462,1.0,-0.0219683467745316
Cs3In2Br9,0.7200000000000001,1.8148687,-0.0458091249090051,1.0,-0.0126568206948217
Rb3Co2Br9,0.6,0.7815821,-0.0019813482759192,1.0,0.00932726550113
Cs6Ti3InBr18,0.5199999999999999,1.2460316,-0.0129954489704766,1.0,0.0138549750262776
Cs3NbInBr9,0.76,1.3021176,-0.0001732743850209,1.0,-0.0134323109158386
Cs6Mn(VBr6)3,0.6,0.97631377,-0.021545261503191,0.925,0.0047399486734072
Cs2RbSc2Br9,0.7200000000000001,2.9870493,0.0067952265019632,1.0,-0.0217378646606353
Cs2RbSb2Br9,0.8399999999999999,2.0176086,0.0051381431718247,1.0,-0.0093716773054295
Cs6Ti3SnBr18,0.5599999999999999,1.3785135,-0.0099289291524031,0.925,0.0120156224121462
Cs3MnVBr9,0.5599999999999999,1.0158921,-0.0226574065930793,0.925,-0.0020385263837479
Rb3Ni2Br9,0.5599999999999999,0.79500073,-0.0568395493391846,1.0,0.0157093593327412
Cs6Mn3VBr18,0.5199999999999999,1.1617777,-0.0322655723588496,0.925,0.0029290062700378
Cs3TiSnBr9,0.8800000000000001,1.6130998,0.0020451787834478,0.925,-0.0070729544738811
Cs6V3AgBr18,0.6,0.9647387,-0.0078309175943034,1.0,0.0087906487807836
CsRb2Sb2Br9,0.8800000000000001,1.9717989,0.0045788378354272,1.0,-0.0090541655292923
Cs3AgSbBr9,0.6400000000000001,1.2863213,-0.001647029720986,0.925,-0.0004936218112025
Cs3VAgBr9,0.8400000000000001,1.2012314,-0.0170788677035766,1.0,-0.0124123150506278
Cs2KSb2Br9,0.8399999999999999,2.0035896,0.0057841085880174,1.0,-0.0098473261583338
Cs6Ti(MnBr6)3,0.5199999999999999,1.081699,-0.0228455636504505,1.0,0.0031377720403879
Cs3NbGaBr9,0.68,1.6083944,-0.0136645438049087,0.925,-0.0254338147128102
Cs6Cr(PbCl6)3,0.92,1.5244138,-0.0069438550266198,1.0,-0.0228311586712114
Cs6V(AgBr6)3,0.5599999999999999,1.0451558,0.004721582887353,1.0,-0.0041748023729855
Cs3TiPbBr9,0.92,1.6236467,0.0081189074150203,1.0,-0.0116162076557411
Cs3AgPbBr9,0.56,1.0482724,0.0076268657964153,1.0,0.0123005372503222
Cs2RbMn2Br9,0.5599999999999999,1.090922,-0.0366818364243277,1.0,0.0128100992010212
Cs3Sb2Br4Cl5,0.96,2.2363076,0.0073896949166425,1.0,0.0008778146079977
Cs3Sb2BrCl8,0.8,2.345054,0.0094355105451309,1.0,0.0045570010806136
Cs3Sb2Br2Cl7,0.92,2.342952,0.0087704667923429,1.0,0.0016392556859402
Cs3Sb2Br7Cl2,0.96,2.0677445,0.0060335275826843,1.0,0.0021748333345934
Cs3Sb2(BrCl2)3,0.96,2.3205338,0.0090953352839011,1.0,8.989595923726169e-05
Cs3Sb2(Br2Cl)3,0.92,2.1130996,0.006337806136998,1.0,-0.000845197078443
Cs3Sb2Br5Cl4,0.96,2.1828992,0.0072954933618181,1.0,-0.0006574760900438
K3Ni2Cl9,0.76,0.8649103,-0.0101768845156817,1.0,0.0113480664367974
Cs3MnCrBr9,0.64,1.0003866,-0.0186485071610376,0.925,-0.002106517150157
Cs6Cr(CuBr6)3,0.56,0.8927843,-0.0298356174333429,1.0,0.007186515030437
Rb3In2Cl9,0.8,2.8350854,0.0042844633058789,1.0,-0.0086247867750265
Rb3VAgBr9,0.8,1.0808533,-0.0161495991090363,1.0,0.0011967835687688
Cs3Sb2I9,0.8,1.6872364,0.0093608813895107,1.0,-0.0055608730341514
Cs3Ga2Br9,0.72,1.6768948,-0.0353899270073319,1.0,-0.009173074295322
Cs6Y(InBr6)3,0.8399999999999999,2.2409186,-0.0425105119904078,1.0,-0.0181804677087574
Cs3ScBiBr9,0.8399999999999999,2.8417532,-0.0124419791149446,0.925,-0.0263864813764409
Cs6Ag(PbBr6)3,0.76,1.0081065,-0.0102829488290223,1.0,0.0122990555870169
Cs6In3GeBr18,0.92,1.8090417,-0.047187334966233,1.0,-0.0033394698275491
Cs6Sc(BiBr6)3,0.96,2.5612605,0.0080690184932805,0.925,-0.0153440806036041
Cs6In3AgBr18,0.8400000000000001,1.3519683,-0.0490410060474924,1.0,0.0003034539531915
Cs6Ti3MnCl18,0.6,1.1100323,0.0077726016868155,1.0,0.0243511884581265
Cs3InGeBr9,0.5200000000000001,1.3605912,-0.0450137709989115,1.0,-0.0031813852437208
Cs6Ag(GeBr6)3,0.64,1.0219432,-0.0021687556996274,0.925,0.0048302157031472
Cs6In(SbBr6)3,0.8,1.7205038,-0.0095490735077858,1.0,-0.0078575901633136
Rb3Sb2Br7Cl2,0.92,2.0552878,0.0036302824444753,1.0,0.0014855959556747
Cs6Ga(SnBr6)3,0.72,1.3170563,-0.0100242753257018,1.0,0.001808064465875
Cs6In(SnBr6)3,0.76,1.2582312,-0.0126320718968044,1.0,0.0017486701847084
Rb6V3CrCl18,0.64,0.88028735,-0.0249311634488469,1.0,0.0293458669510753
Cs6Sc3BiBr18,0.92,2.9601486,-0.0174922792077834,0.925,-0.0207338687669523
K3Sb2Br9,0.92,1.9744549,0.0046626176920832,1.0,-0.0035405603933364
CsK2Sb2Br9,0.76,1.9851248,0.0052939376120171,1.0,-0.0017406540596655
Cs3TiCuBr9,0.68,1.1789249,-0.0268059835721012,0.925,0.0141589867757197
Cs6In3TeBr18,0.64,1.8323723,-0.0348216705827439,1.0,-0.0016809520085438
Cs3YInBr9,0.8399999999999999,2.7601721,-0.0382407914152933,1.0,-0.0191430138889429
Rb3Sb2(Br2Cl)3,0.92,2.1168232,0.0014254479367343,1.0,0.003263369413056
Cs3NbInCl9,0.8799999999999999,1.6158903,0.0125208242887289,1.0,-0.013763179531073
Cs3TiZnBr9,0.6399999999999999,1.7567081,0.0133543712600425,0.925,-0.0092664007866643
Cs6In3SbBr18,0.8400000000000001,1.8162014,-0.0357982690488627,1.0,-0.0092409362330415
Rb3Sn2Br9,0.68,1.258583,0.0091967152754184,1.0,-0.0039524004544522
Rb3Sb2(BrCl2)3,0.96,2.309066,0.0031128181625967,1.0,0.0009749246065273
Rb3Mn2Br7Cl2,0.6,1.223212,-0.0315672377687292,1.0,0.0100654727389381
Cs3Te2I5Br4,0.8400000000000001,1.3040037,0.0092821514834195,1.0,0.022442375387534
Cs3Te2I4Br5,0.8,1.3828156,0.0093843103031654,1.0,0.0240990706255258
